0,238
580,3
220,49
660,3
100,0
300,43
20,42
870,238
0,0
0,3
0,3
180,0
270,42
260,43
90,238
1380,321
1720,199
0,1
0,4
60,5
80,10
40,6
30,8
30,2
10,8
0,3
80,11
90,13
50,7
20,11
170,12
90,21
0,9
400,22
240,3
0,14
0,15
0,3
140,23
0,3
0,45
180,46
20,3
140,0
720,105
0,16
0,25
330,26
610,32
1120,47
520,52
500,91
70,97
70,93
1040,130
580,3
0,17
60,18
0,19
0,20
0,37
380,39
20,40
180,42
20,43
190,41
960,84
30,85
70,3
140,99
0,24
0,12
0,3
0,3
910,34
30,30
50,36
70,31
140,35
0,11
20,13
130,7
10,29
60,3
1320,3
30,38
1070,70
0,3
80,29
140,11
70,13
0,3
90,200
60,201
130,0
0,3
90,11
40,13
330,3780
230,49
120,129
50,131
30,50
110,2474
40,2475
70,82
10,2857
40,2458
40,2459
0,3785
250,2945
140,3789
150,3788
110,2953
40,53
50,19
50,120
0,106
40,121
80,124
40,207
10,125
30,634
40,635
170,203
40,204
0,3
120,19
170,27
10,28
0,3
220,33
0,3
0,31
0,3
80,38
0,3
350,3
40,49
60,54
170,49
400,82
50,89
20,90
20,95
180,86
20,92
40,87
100,94
60,102
220,11
80,13
100,27
40,117
130,28
60,122
310,23
0,44
190,53
50,48
0,50
10,61
30,62
90,71
10,72
20,51
0,55
0,63
30,56
40,73
0,80
30,63
20,74
20,75
30,66
20,57
10,76
10,58
40,82
20,59
20,60
20,67
20,68
10,77
60,69
90,78
20,79
0,20
0,3
0,64
0,65
1690,3
140,3
370,49
90,2
80,33
160,41
110,0
50,39
20,40
100,190
70,191
60,192
60,285
10,334
230,327
130,118
50,31
390,347
0,3
150,82
280,104
170,64
0,65
110,100
30,101
120,64
0,65
40,103
10,182
0,27
20,28
0,81
460,46
100,88
0,11
20,13
280,3
0,483
230,1731
0,893
30,2124
270,3
980,3
580,53
0,3
0,3
0,243
1600,83
360,3
870,123
490,3
60,457
710,457
220,11
450,457
280,457
620,457
130,457
1460,457
0,19
0,96
0,98
940,98
1110,168
190,170
10,98
110,173
0,3
0,3
20,3
80,3
10,106
20,106
10,106
50,107
0,107
20,108
0,108
10,107
20,108
0,0
20,112
10,113
150,3
70,114
110,34
10,110
20,111
0,118
10,31
150,132
0,133
10,115
10,119
10,143
10,144
30,126
120,127
0,128
110,152
20,127
0,140
50,161
30,174
0,175
30,169
160,177
10,171
10,172
40,183
0,184
10,181
120,178
0,179
30,185
30,176
80,190
10,191
50,192
150,194
20,42
10,43
0,200
10,201
80,197
100,205
10,206
50,39
10,40
0,3
0,109
270,116
210,3
0,0
50,3
70,39
10,40
100,42
10,43
200,136
10,137
70,31
0,3
40,50
90,120
10,134
10,121
0,135
110,124
0,138
10,125
60,1
10,139
220,153
10,154
150,165
0,131
100,106
240,129
10,3
0,42
30,43
90,2
70,3
120,0
30,292
10,3
30,293
60,297
10,164
220,53
0,124
30,125
10,298
170,50
30,49
10,226
80,120
40,121
0,3
330,82
790,494
40,3
30,346
0,642
210,1898
0,3
440,136
40,137
160,0
260,190
40,191
260,192
0,142
70,145
20,146
50,147
20,148
70,149
10,150
10,155
10,156
30,151
0,157
10,158
30,159
10,160
60,82
0,162
70,163
10,141
0,21
80,2582
370,21
80,1996
70,1600
40,2595
100,2594
40,591
410,2635
10,2623
90,1409
140,491
0,13
0,167
210,3
90,0
50,31
60,166
150,180
0,3
0,101
80,258
10,258
30,106
20,262
40,263
0,272
20,273
70,265
10,266
40,82
80,103
10,104
10,275
50,267
10,100
0,268
1550,3
440,27
10,28
380,198
0,81
200,570
0,3
0,1520
160,64
0,65
50,64
0,1520
80,182
50,64
0,1520
150,64
950,491
50,11
20,13
340,1388
360,11
0,3
700,92
10,94
300,87
90,89
10,90
1090,0
60,3
20,485
20,486
260,200
0,186
20,136
10,201
0,137
60,228
90,49
50,108
20,42
0,203
20,43
0,204
110,207
80,19
40,106
210,107
100,100
10,101
0,11
70,13
30,3
0,82
60,182
0,30
60,1
90,187
30,12
420,317
210,226
100,0
0,42
110,42
1660,199
750,42
0,43
50,0
110,3
140,186
130,39
10,40
60,188
20,195
10,196
150,321
30,190
10,191
10,41
70,199
30,192
150,136
10,137
90,228
110,137
1130,238
0,202
60,240
50,189
0,203
10,204
40,208
70,209
10,210
50,193
120,207
40,211
10,213
50,227
70,216
0,225
130,242
140,236
150,237
90,239
0,3
70,219
10,220
70,221
10,222
50,82
60,224
50,231
50,214
20,215
0,53
90,217
20,218
70,229
20,230
170,232
0,226
20,233
90,234
20,235
0,869
20,298
80,15
0,2537
30,1812
10,15
110,812
20,1190
50,3793
10,813
120,781
90,3792
60,2491
100,3794
0,212
0,260
200,261
250,259
710,436
50,437
160,48
0,438
650,294
10,295
110,296
390,299
650,445
10,446
30,223
30,559
60,448
10,449
190,451
150,241
230,108
160,568
1060,581
160,588
110,226
170,580
760,28
730,602
150,608
30,606
130,600
100,604
0,2086
140,888
110,2083
80,2083
470,2101
1300,374
90,2365
60,2179
140,2167
30,2168
0,2372
30,2293
110,2173
20,2174
340,1349
190,1055
30,2911
160,2920
20,2921
70,2931
470,1076
420,2485
90,2492
80,2488
90,2495
120,2978
40,3221
140,1250
50,889
30,2500
690,2294
130,375
0,579
80,569
790,2330
360,3300
150,1274
120,3301
330,3308
720,3501
360,3131
0,3777
30,1805
300,489
0,3799
110,3805
80,3802
0,3
0,240
0,244
80,248
60,245
10,246
90,247
10,248
80,249
10,250
0,3
450,30
0,3
210,0
60,2
410,190
10,191
160,192
690,282
0,2583
150,2584
340,3
0,251
0,202
0,240
270,240
310,623
890,202
0,50
0,3
1360,281
0,3
1120,3
90,106
560,2014
180,107
20,108
180,129
10,131
260,297
30,468
20,198
160,477
20,130
720,31
0,116
360,147
10,27
0,148
10,28
20,3
10,3
80,3231
30,149
10,150
60,151
30,7
0,3232
10,82
40,3233
50,141
10,106
10,142
50,145
10,146
120,1732
150,298
30,285
30,1806
10,19
0,1079
20,1198
90,1081
10,1082
10,327
10,15
50,3049
20,813
110,214
20,215
90,3585
50,1578
20,2788
110,1309
190,921
1350,3
40,82
910,3
820,27
10,28
130,3
0,3
50,254
0,255
50,256
120,39
0,40
140,41
70,257
10,50
0,270
40,252
10,253
10,271
70,264
30,274
20,0
120,274
30,200
10,201
0,118
10,276
60,31
20,277
60,269
80,278
0,279
110,280
0,3
0,3
0,3
0,3
0,3
240,1066
0,1066
20,53
0,53
20,1067
0,1067
40,1276
260,1288
40,1289
190,1291
290,82
70,494
20,229
30,230
210,1330
860,3
0,719
10,2663
40,3
560,1058
30,720
940,3508
530,3
110,53
210,2229
70,2614
40,494
0,3
390,23
90,3
90,1610
200,3505
250,1806
40,1079
130,1732
130,2232
30,1081
20,3507
20,1082
740,3
490,3
1470,3
10,3
30,7
0,7
110,33
430,346
120,11
60,13
210,493
0,493
600,3
60,1770
0,202
0,38
0,3
0,3
0,100
0,3
0,82
110,100
10,101
50,291
50,103
10,104
20,3
10,267
10,268
30,283
10,284
140,289
60,290
0,202
0,286
90,3
70,287
10,288
210,285
0,3
30,0
0,0
190,195
20,196
10,276
240,136
10,137
120,228
0,352
20,353
60,361
20,362
20,354
20,355
30,363
10,364
10,356
60,372
10,86
10,373
10,87
30,365
70,350
10,351
0,357
0,366
20,376
20,377
60,367
20,378
20,369
0,385
20,386
50,401
10,402
0,410
10,392
10,411
0,419
10,393
10,420
10,388
0,403
20,389
0,404
30,412
20,413
30,394
10,390
0,422
10,395
10,423
20,406
20,407
0,414
20,415
20,424
20,425
10,397
20,398
10,408
30,409
30,417
10,426
10,418
10,427
20,433
30,434
80,428
20,429
60,435
20,431
1360,3
520,308
20,309
40,315
10,316
70,328
10,329
40,306
20,311
20,312
0,318
0,323
10,319
0,324
20,307
40,330
10,331
40,325
10,313
10,326
10,314
30,332
20,333
10,320
50,325
20,336
10,335
0,337
0,344
20,345
80,338
10,339
110,340
20,341
10,82
80,342
10,343
0,301
200,302
120,303
140,300
0,301
220,302
90,303
20,300
980,302
50,300
0,303
80,301
0,304
0,310
80,305
70,322
0,3
0,23
0,3
240,82
0,3
30,346
0,3
940,624
90,161
20,1051
220,1109
70,494
80,1814
150,1814
50,550
80,1109
40,2095
0,3
100,38
310,117
160,3
0,27
20,28
300,11
30,13
0,198
0,83
100,297
140,359
900,3
350,12
160,477
210,91
60,130
50,479
40,478
70,480
160,439
80,440
20,481
90,481
120,441
750,3
1230,3
200,3
230,156
90,82
40,155
10,155
120,156
440,19
30,468
330,198
0,439
0,348
480,349
0,46
0,64
340,182
0,3
0,2
210,3
50,226
0,360
120,370
20,371
80,3
20,383
20,374
20,375
80,391
10,358
50,368
50,399
10,400
20,379
10,380
60,387
10,387
10,421
10,381
20,382
50,405
60,396
50,416
40,430
420,432
0,3
0,3
0,384
190,121
70,124
10,125
0,109
0,0
20,3
80,228
120,136
80,137
290,195
40,196
390,39
180,24
1590,0
0,0
170,39
20,3
90,257
0,3
30,27
20,28
0,3
480,285
60,443
190,399
220,447
130,447
250,16
360,399
320,400
250,400
40,467
320,322
0,442
0,442
340,3
650,442
0,3
150,30
30,450
210,348
150,452
0,106
310,3
120,16
420,562
410,203
80,204
140,509
20,511
80,515
50,209
20,210
190,513
150,518
240,520
110,525
60,524
30,524
140,531
660,107
70,108
150,540
20,541
0,16
0,444
510,444
1450,482
490,444
0,482
0,16
0,893
40,99
210,893
0,3
0,50
20,120
20,124
50,384
10,121
20,125
300,252
70,253
20,254
80,255
0,1770
0,3
0,444
100,16
110,45
10,453
60,444
100,454
110,455
60,456
0,286
70,287
10,3
0,285
0,464
10,288
20,465
120,460
30,461
30,458
40,459
10,466
50,462
20,463
0,53
140,226
220,2241
0,502
0,82
20,3
0,3
280,49
70,182
